date,MKT,SMB,HML
2020-07-31,0.13155789219028527,0.0043053851632150475,-0.02309280499002786
2020-08-31,0.028261669163888264,0.014213612634045546,0.00524448988946833
2020-09-30,-0.05569498139989738,-0.014158498028907208,0.01895038200751599
2020-10-31,0.00859595359588549,-1.4456478947933761e-05,-0.006203029780316222
2020-11-30,0.04324675967261832,-0.018997726661670194,0.06280455473974594
2020-12-31,0.019023577502070475,-0.05961991657979857,-0.047662731714470746
2021-01-31,-0.010969896485171797,-0.0764091778298238,-0.013676460280799663
2021-02-28,0.015128045440407674,0.030423958515356737,0.04360524605002603
2021-03-31,-0.016443336977996412,0.050990053950782446,0.05176059061811343
2021-04-30,0.00775182831671135,-0.0012935981094476098,-0.029015423674345932
2021-05-31,0.04664366502915081,0.027573579294309453,-0.010939461895987372
2021-06-30,-7.297344515363152e-05,0.03839026047998605,-0.025915603198376238
2021-07-31,-0.04222660130757125,0.042265611964969314,-0.03807918418372388
2021-08-31,0.030598534975958505,0.027483154624130833,0.05996232759812504
2021-09-30,0.01915538996094358,-0.03493744371972402,0.025478454111886678
2021-10-31,0.0001885161186813477,-0.0191796843259449,-0.049121355737234425
2021-11-30,0.01865440732127498,0.1137060703579732,-0.04241492666920965
2021-12-31,0.027090109329420766,0.012377816528118764,0.04631996636244026
2022-01-31,-0.08114082738092607,-0.006519194113434587,0.057287290533599974
2022-02-28,0.02425036652783862,0.030295791999160108,0.002470993112186612
2022-03-31,-0.06886339898066819,0.03965434054910415,0.06939882259377943
2022-04-30,-0.07011922227029897,-0.09639941501277617,0.03550515283903646
2022-05-31,0.05292198104684434,0.07848815484748571,-0.039193724477996544
2022-06-30,0.09774604439839249,-0.016246692851026562,-0.06717473103658224
2022-07-31,-0.03054762751200259,0.08226286371733466,0.0029566321252387368
2022-08-31,-0.017293299105330572,-0.014082736047208439,0.021767982379401595
2022-09-30,-0.06461990430319224,-0.03054494920136242,0.01830980088911463
2022-10-31,-0.04223422376253525,0.08992286692476528,-0.016710597747475818
2022-11-30,0.09956305958925962,-0.01875577794728267,0.03786702280952782
2022-12-31,-0.011394651418019082,-0.020752240125063253,-0.02787576651720807
2023-01-31,0.06821941792163524,0.011460943152398567,-0.020394159053538613
2023-02-28,0.0018030980581937076,0.03319783024063161,0.01812451310059016
2023-03-31,-0.00787109035132912,-0.019048382308006633,0.00667326321406447
2023-04-30,-0.0064853532179074535,-0.036758658599494835,0.06373003355844914
2023-05-31,-0.037705542153411896,0.058185603876451206,0.018466049900594625
2023-06-30,0.01821561059372579,0.016900326153101695,-0.013909722565871356
2023-07-31,0.0365357830131242,-0.020403892517951425,0.061107762748633054
2023-08-31,-0.05466836145407398,0.02244838705418095,-0.0038340455083019642
2023-09-30,-0.0057146302938212105,0.009378542146418112,0.015257892436376869
2023-10-31,-0.028127057657913075,0.031082197410137492,-0.005882247880227547
2023-11-30,0.001966083018247434,0.055229871117770495,-0.015538480058184671
2023-12-31,-0.01773585682182076,0.004493149448896975,-0.005841940051330579
2024-01-31,-0.08522605223465257,-0.1195931803461537,0.1111765080049289
2024-02-29,0.09471361900740105,-0.08342658286341405,-0.06482335748744775
2024-03-31,0.01633828488283304,0.06519948775101522,-0.012684892524439835
2024-04-30,0.01503561794155139,-0.05207926457784376,0.03605621935342648
2024-05-31,-0.00794079067634682,-0.0021960800615052917,0.030378061911151038
2024-06-30,-0.04885238937061432,-0.048145479158857106,0.03076765650912789
2024-07-31,0.0002118574229508222,0.01792359374404139,0.02169100766079296
2024-08-31,-0.03119340460413261,0.006400649827575187,0.0007478171450249482
2024-09-30,0.19750948060887275,0.035817691380637895,-0.03302058590052259
2024-10-31,-0.009611057371214276,0.11678497475691975,-0.03884986710726715
2024-11-30,0.012087286269933757,0.05664475937299536,0.01048985310534526
2024-12-31,0.005494162482925566,-0.06091885638387923,0.03006485280228882
2025-01-31,-0.026215059341434768,0.013507108296050415,-0.007076199256402998
2025-02-28,0.022946152286051354,0.06775315856837054,-0.02112829066810072
2025-03-31,0.007729705430125202,-0.011989261652464311,0.0046150795674764905
2025-04-30,-0.02742230496314522,0.01050630606657971,0.022599561292996985
2025-05-31,0.028527116214371675,0.047564600737642806,0.008524186096067116
2025-06-30,0.03764700493490803,0.03441992326894684,-0.004981979008198301
